Convergence Time,Raw Cost,Total Cost,Traffic Cost,Path,Number of Nodes,Number of Connections,Norm,Elevation_Function
0.00472712516784668,0.6179073979871297,0.9201825838054356,0.3022751858183059,"[1, 8, 6]",10,10,5.0,elevation_func_4
0.003084897994995117,0.0,2.0748808916233994,2.0748808916233994,"[0, 3]",10,20,3.0,elevation_func_4
0.000881195068359375,0.0,0.9277320352111418,0.9277320352111418,"[4, 5]",10,30,1.0,elevation_func_4
0.0022878646850585938,0.0,1.749294809192089,1.749294809192089,"[0, 2]",10,40,2.0,elevation_func_4
0.00526118278503418,0.0,5.526089029396194,5.526089029396194,"[1, 8]",10,50,7.0,elevation_func_4
0.004614114761352539,0.0,9.36952974743679,9.36952974743679,"[4, 5]",10,60,1.0,elevation_func_4
0.004491090774536133,1.256941567502142,2.761490275030872,1.50454870752873,"[6, 2, 7, 8]",10,70,2.0,elevation_func_4
0.004539966583251953,0.0,3.79349429595813,3.79349429595813,"[3, 7]",10,80,4.0,elevation_func_4
0.004494190216064453,1.3179956198926601,2.187369234886698,0.8693736149940379,"[0, 8, 4, 5]",10,90,5.0,elevation_func_4
0.003998994827270508,0.0,4.619515138233945,4.619515138233945,"[2, 6]",10,100,4.0,elevation_func_4
0.01468801498413086,0.0,1.036808805271665,1.036808805271665,"[0, 11]",20,10,11.0,elevation_func_4
0.015538930892944336,1.9231249062631925,2.0699793853349266,0.1468544790717341,"[8, 10, 18]",20,20,10.0,elevation_func_4
0.006091117858886719,0.0,0.6772148830351177,0.6772148830351177,"[7, 13]",20,30,6.0,elevation_func_4
0.014180183410644531,0.7204203897795058,0.8640217194312161,0.14360132965171024,"[13, 12, 18]",20,40,5.0,elevation_func_4
0.012179851531982422,0.0,0.05141730173128134,0.05141730173128134,"[2, 7]",20,50,5.0,elevation_func_4
0.0167233943939209,2.402592479724781,2.986477601950639,0.5838851222258579,"[1, 16, 12]",20,60,11.0,elevation_func_4
0.017213821411132812,2.382718436761496,3.122711876404784,0.7399934396432883,"[2, 9, 4, 16, 3]",20,70,1.0,elevation_func_4
0.015330076217651367,0.0,1.4403018150367386,1.4403018150367386,"[4, 9]",20,80,5.0,elevation_func_4
0.015581846237182617,0.0,1.9453107967201178,1.9453107967201178,"[13, 19]",20,90,6.0,elevation_func_4
0.016431093215942383,1.3229204584442933,1.5893765232471457,0.26645606480285244,"[4, 13, 6]",20,100,2.0,elevation_func_4
0.033323049545288086,0.49856080104748735,0.7331746890208735,0.23461388797338611,"[13, 28, 3, 24]",30,10,11.0,elevation_func_4
0.034394025802612305,0.3207632644497149,0.811235896559207,0.4904726321094921,"[19, 22, 24]",30,20,5.0,elevation_func_4
0.03269600868225098,0.26488273375214755,1.3493106861016402,1.0844279523494926,"[2, 20, 7]",30,30,5.0,elevation_func_4
0.03250694274902344,0.0,0.678734135388469,0.678734135388469,"[0, 13]",30,40,13.0,elevation_func_4
0.03394579887390137,1.968167852741102,2.275158256642017,0.30699040390091525,"[17, 24, 22]",30,50,5.0,elevation_func_4
0.03722381591796875,0.0,0.6945174570754253,0.6945174570754253,"[8, 16]",30,60,8.0,elevation_func_4
0.04045271873474121,0.0,1.471475162657272,1.471475162657272,"[3, 19]",30,70,16.0,elevation_func_4
0.04072880744934082,1.8063764540256777,2.63965395527634,0.8332775012506621,"[2, 6, 10]",30,80,8.0,elevation_func_4
0.039984941482543945,0.43466286184619674,0.7100392199579841,0.2753763581117874,"[9, 25, 7, 11]",30,90,2.0,elevation_func_4
0.03991580009460449,0.0,2.983905370007963,2.983905370007963,"[11, 27]",30,100,16.0,elevation_func_4
0.06055593490600586,0.26406027547659416,0.34632392341041984,0.08226364793382568,"[13, 16, 28]",40,10,15.0,elevation_func_4
0.061463117599487305,0.5031318376512397,2.115795169196865,1.6126633315456251,"[13, 10, 24]",40,20,11.0,elevation_func_4
0.05718994140625,0.6124464043393774,0.846569850489064,0.2341234461496866,"[19, 27, 33]",40,30,14.0,elevation_func_4
0.06357979774475098,1.824499073147593,1.9232699856462976,0.09877091249870462,"[11, 27, 6, 26]",40,40,15.0,elevation_func_4
0.05977821350097656,1.6836016741202895,2.3567476476931057,0.6731459735728162,"[22, 20, 38]",40,50,16.0,elevation_func_4
0.05982208251953125,0.7291672801996374,0.8987364373965645,0.1695691571969271,"[19, 7, 6, 28]",40,60,9.0,elevation_func_4
0.05890798568725586,1.259218890484769,1.7500164955442243,0.49079760505945536,"[2, 25, 27]",40,70,25.0,elevation_func_4
0.06252503395080566,0.46711056460881695,0.6879083137293429,0.22079774912052597,"[22, 0, 32]",40,80,10.0,elevation_func_4
0.06290793418884277,2.025073190924884,2.1593424489911293,0.13426925806624523,"[37, 26, 30, 39]",40,90,2.0,elevation_func_4
0.06322813034057617,0.448155828034964,1.2958199834187778,0.8476641553838138,"[5, 33, 25]",40,100,20.0,elevation_func_4
0.09426283836364746,0.6462835871099071,0.8273719083946263,0.1810883212847192,"[16, 2, 42, 36]",50,10,20.0,elevation_func_4
0.13427186012268066,0.8764446802585568,1.3723549015554037,0.4959102212968469,"[18, 28, 31]",50,20,13.0,elevation_func_4
0.09722280502319336,1.2664693649154568,1.98004387238926,0.7135745074738031,"[19, 9, 29, 47]",50,30,28.0,elevation_func_4
0.10519194602966309,0.0,1.3578773568297964,1.3578773568297964,"[36, 41]",50,40,5.0,elevation_func_4
0.10387492179870605,0.003018599839258451,0.6233478605394438,0.6203292607001853,"[3, 7, 30]",50,50,27.0,elevation_func_4
