Convergence Time,Raw Cost,Total Cost,Traffic Cost,Path,Number of Nodes,Number of Connections,Norm,Elevation_Function
0.004773139953613281,1.8888489645592141,4.122133202168841,2.2332842376096265,"[0, 7, 8, 2]",10,5,2.0,elevation_func_2
0.004948854446411133,0.6765433459713444,1.2783073645134024,0.6017640185420581,"[3, 9, 8]",10,10,5.0,elevation_func_2
0.004105806350708008,1.803865991887843,3.0794465888923717,1.2755805970045286,"[2, 6, 0, 5]",10,15,3.0,elevation_func_2
0.0035126209259033203,2.4997636725835486,2.8381115996189523,0.33834792703540395,"[2, 7, 6]",10,20,4.0,elevation_func_2
0.003731966018676758,0.21546212138164567,4.3150193491045465,4.099557227722901,"[0, 7, 3]",10,25,3.0,elevation_func_2
0.003392934799194336,0.0,3.855301255609358,3.855301255609358,"[1, 3]",10,30,2.0,elevation_func_2
0.0026950836181640625,0.31389067544330573,1.262269569510518,0.9483788940672122,"[0, 2, 7]",10,35,7.0,elevation_func_2
0.003968000411987305,1.6869406482967007,5.058845533704194,3.371904885407494,"[3, 1, 4]",10,40,1.0,elevation_func_2
0.004130125045776367,1.1566578535620318,3.826416320278791,2.6697584667167593,"[1, 4, 2]",10,45,1.0,elevation_func_2
0.004189968109130859,0.0,7.456835773405501,7.456835773405501,"[0, 1]",10,50,1.0,elevation_func_2
0.009849071502685547,0.0,0.345166681410346,0.345166681410346,"[15, 18]",20,5,3.0,elevation_func_2
0.010645151138305664,0.0,1.5996201695117462,1.5996201695117462,"[12, 13]",20,10,1.0,elevation_func_2
0.014980077743530273,1.288092681751701,2.856681963869617,1.568589282117916,"[7, 16, 17]",20,15,10.0,elevation_func_2
0.015283346176147461,0.0,3.85396595197483,3.85396595197483,"[6, 19]",20,20,13.0,elevation_func_2
0.014450311660766602,0.275138281055477,1.1930558945155956,0.9179176134601186,"[10, 5, 17]",20,25,7.0,elevation_func_2
0.013993024826049805,0.0,1.5414313784897826,1.5414313784897826,"[7, 10]",20,30,3.0,elevation_func_2
0.015378952026367188,0.0,2.9400339099478225,2.9400339099478225,"[6, 15]",20,35,9.0,elevation_func_2
0.016038179397583008,0.6950712291747076,4.592386238359211,3.8973150091845032,"[8, 11, 18]",20,40,10.0,elevation_func_2
0.014744043350219727,0.14797346153429203,3.324548927988328,3.176575466454036,"[8, 10, 13]",20,45,5.0,elevation_func_2
0.013010978698730469,0.2565146696836429,0.30571483390134824,0.049200164217705344,"[3, 14, 6]",20,50,3.0,elevation_func_2
0.02985692024230957,1.334334065227918,2.9774743651586713,1.6431402999307532,"[2, 21, 20]",30,5,18.0,elevation_func_2
0.03001117706298828,2.055069038860662,2.258616200938135,0.20354716207747314,"[5, 29, 7]",30,10,2.0,elevation_func_2
0.02998208999633789,2.2628073472177714,2.689170963432632,0.42636361621486096,"[22, 0, 26]",30,15,4.0,elevation_func_2
0.030497074127197266,1.8963709767766102,2.068909204659537,0.17253822788292683,"[7, 8, 23, 18]",30,20,11.0,elevation_func_2
0.028718948364257812,0.9852767501720381,2.16367610399106,1.1783993538190218,"[11, 27, 14, 20]",30,25,9.0,elevation_func_2
0.029760122299194336,0.7594157952677427,1.6296990060704886,0.8702832108027458,"[0, 23, 8, 11]",30,30,11.0,elevation_func_2
0.029973983764648438,1.9840572621716601,2.774516775683118,0.7904595135114578,"[11, 10, 26]",30,35,15.0,elevation_func_2
0.03007674217224121,1.5079606139482005,1.812416149510141,0.3044555355619405,"[10, 0, 17]",30,40,7.0,elevation_func_2
0.0239870548248291,0.0210358184986692,0.3711958913043656,0.3501600728056964,"[8, 3, 16]",30,45,8.0,elevation_func_2
0.0351109504699707,2.2453041574786905,3.691011233526457,1.4457070760477664,"[13, 20, 23]",30,50,10.0,elevation_func_2
0.05662369728088379,0.9898554765416676,2.00566519633251,1.0158097197908422,"[7, 20, 24]",40,5,17.0,elevation_func_2
0.05508565902709961,1.052951926670842,1.120742096938051,0.06779017026720902,"[21, 4, 3, 22]",40,10,1.0,elevation_func_2
0.05155777931213379,0.0,2.1559026715426377,2.1559026715426377,"[5, 12]",40,15,7.0,elevation_func_2
0.052976131439208984,0.7930380705786533,1.3800135287960014,0.5869754582173481,"[14, 29, 2, 17]",40,20,3.0,elevation_func_2
0.05230093002319336,0.7843224247217828,0.8007575960062374,0.016435171284454597,"[6, 2, 7, 36]",40,25,30.0,elevation_func_2
0.052754878997802734,0.0,1.2165635767447425,1.2165635767447425,"[2, 39]",40,30,37.0,elevation_func_2
0.05389809608459473,1.583564961205095,1.6675410423186499,0.08397608111355481,"[8, 36, 20, 29]",40,35,21.0,elevation_func_2
0.05723094940185547,0.9355831515351276,0.9358641034465287,0.000280951911401095,"[27, 0, 39]",40,40,12.0,elevation_func_2
0.05512499809265137,2.0094547243582292,2.291742745959829,0.28228802160159994,"[27, 7, 35]",40,45,8.0,elevation_func_2
0.05361604690551758,1.323943226075113,2.891121826141462,1.567178600066349,"[8, 26, 14]",40,50,6.0,elevation_func_2
0.08515572547912598,2.3625821773755784,2.406191155879278,0.043608978503699714,"[25, 18, 38, 30]",50,5,5.0,elevation_func_2
0.07016706466674805,1.075971310235877,1.4607741589083123,0.3848028486724353,"[1, 43, 49]",50,10,48.0,elevation_func_2
0.11285901069641113,0.057488611701793646,1.5081113727228934,1.4506227610210998,"[9, 36, 26]",50,15,17.0,elevation_func_2
0.0857539176940918,2.4926860157624366,2.6496046004632947,0.15691858470085807,"[1, 46, 19, 41, 49]",50,20,48.0,elevation_func_2
